Row_ID,Order_iD,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
5309,37765,24/11/2012,Low,12,1465,0.01,Delivery Truck,-66,114,30,Larry Blacks,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,29/11/2012
5354,38050,26/10/2010,Not Specified,31,187,0.09,Express Air,29,6,1.67,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Wrap Bag,0.51,27/10/2010
5355,38050,26/10/2010,Not Specified,36,104,0.04,Regular Air,15,3,0.7,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,28/10/2010
5356,38050,26/10/2010,Not Specified,14,1331,0.04,Regular Air,-401,112,69,Luke Schmidt,Saskachewan,Prarie,Home Office,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,28/10/2010
5507,39043,22/12/2010,Not Specified,14,51,0.09,Regular Air,17,4,0.5,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Avery 501,Small Box,0.38,23/12/2010
5508,39043,22/12/2010,Not Specified,37,751,0.07,Express Air,-1176,20,35,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,23/12/2010
5709,40388,24/07/2012,Critical,17,68,0.1,Regular Air,2,4,0.94,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,26/07/2012
5963,42309,06/08/2009,Low,41,854,0.01,Regular Air,67,20,6.32,Meg Tillman,Saskachewan,Prarie,Small Business,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,08/08/2009
5964,42309,06/08/2009,Low,26,48,0.09,Regular Air,-59,2,2.58,Meg Tillman,Saskachewan,Prarie,Small Business,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,11/08/2009
5965,42309,06/08/2009,Low,38,6427,0.08,Regular Air,1636,206,2.5,Meg Tillman,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,V70,Small Box,0.59,11/08/2009
6033,42727,29/04/2011,Not Specified,11,5510,0.01,Delivery Truck,916,501,26,Saphhira Shifley,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,30/04/2011
6034,42727,29/04/2011,Not Specified,21,177,0.1,Regular Air,-101,8,7.77,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Elite 5"" Scissors",Small Pack,0.55,30/04/2011
6124,43363,05/09/2011,Critical,35,12908,0.03,Delivery Truck,4085,351,59,Luke Schmidt,Saskachewan,Prarie,Home Office,Furniture,Chairs & Chairmats,Global Leather Executive Chair,Jumbo Drum,0.55,07/09/2011
6153,43556,22/07/2012,Low,31,477,0.02,Regular Air,204,15,1.97,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,27/07/2012
6364,45156,12/02/2011,Low,30,663,0.01,Regular Air,76,20,6.32,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,12/02/2011
6365,45156,12/02/2011,Low,35,238,0.07,Regular Air,32,7,2.99,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,19/02/2011
6366,45156,12/02/2011,Low,14,174,0.08,Regular Air,76,13,0.5,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Avery 485,Small Box,0.38,17/02/2011
6396,45410,19/08/2009,Low,19,991,0.1,Regular Air,-103,54,19.99,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.59,24/08/2009
6609,47014,13/05/2012,Critical,33,803,0.08,Delivery Truck,-237,26,14.36,Meg Tillman,Saskachewan,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,15/05/2012
6733,47942,27/02/2010,Medium,30,17035,0.09,Regular Air,5916,600,24.49,Harold Dahlen,Saskachewan,Prarie,Corporate,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37,01/03/2010
6734,47942,27/02/2010,Medium,3,23,0.04,Express Air,-5,6,3.04,Harold Dahlen,Saskachewan,Prarie,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,01/03/2010
6735,47942,27/02/2010,Medium,9,919,0.06,Express Air,-304,126,7.69,Harold Dahlen,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,28/02/2010
6755,48128,11/04/2012,Medium,5,2600,0.03,Express Air,-922,500,24.49,Laurel Beltran,Saskachewan,Prarie,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,12/04/2012
6838,48704,09/01/2012,High,11,1248,0.01,Regular Air,-56,126,8.99,Kelly Andreada,Saskachewan,Prarie,Home Office,Technology,Telephones and Communication,5170i,Small Box,0.57,10/01/2012
6895,49155,18/09/2010,Low,22,3760,0.05,Regular Air,593,196,8.99,Meg Tillman,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,23/09/2010
6935,49504,16/11/2009,Not Specified,45,319,0.1,Regular Air,-196,7,5.53,Larry Blacks,Saskachewan,Prarie,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,16/11/2009
7006,50016,05/04/2009,High,15,1094,0.05,Regular Air,119,86,0.99,Harold Dahlen,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,07/04/2009
7024,50145,26/02/2011,High,18,326,0.06,Regular Air,152,19,3.62,Michael Grace,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,Flat Face Poster Frame,Wrap Bag,0.43,27/02/2011
7025,50145,26/02/2011,High,9,459,0,Regular Air,306,47,6.77,Michael Grace,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44,26/02/2011
7080,50532,14/08/2012,Medium,10,267,0.02,Regular Air,76,25,2.99,Richard Bierner,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,16/08/2012
7081,50532,14/08/2012,Medium,22,83,0.09,Regular Air,14,4,1.3,Richard Bierner,Saskachewan,Prarie,Small Business,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,15/08/2012
7182,51266,25/03/2009,Not Specified,11,1610,0.04,Regular Air,221,151,13.99,Michael Grace,Saskachewan,Prarie,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,27/03/2009
7183,51266,25/03/2009,Not Specified,30,618,0.01,Regular Air,98,19,9.03,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,25/03/2009
7184,51266,25/03/2009,Not Specified,23,279,0.03,Regular Air,35,12,4.86,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.38,26/03/2009
7185,51266,25/03/2009,Not Specified,46,1605,0.05,Express Air,230,35,7.73,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,27/03/2009
7208,51426,01/12/2010,Medium,41,357,0.01,Regular Air,65,8,1.99,Saphhira Shifley,Saskachewan,Prarie,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,02/12/2010
7682,55045,22/11/2009,High,20,632,0.09,Regular Air,-627,32,35,Luke Schmidt,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Large Box,0.81,22/11/2009
7704,55234,28/07/2010,Low,12,601,0.09,Regular Air,-83,54,5.5,Tiffany House,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,01/08/2010
7705,55234,28/07/2010,Low,5,17,0.03,Regular Air,-8,3,2.03,Tiffany House,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,30/07/2010
7782,55683,15/07/2012,High,23,1198,0.02,Regular Air,187,52,19.99,Meg Tillman,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,0.55,16/07/2012
7817,55906,26/11/2009,Critical,49,276,0.02,Regular Air,15,6,2.99,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Small Box,0.37,28/11/2009
7818,55906,26/11/2009,Critical,15,121,0.06,Regular Air,44,8,1.25,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Wrap Bag,0.35,27/11/2009
7819,55906,26/11/2009,Critical,42,2269,0.02,Regular Air,-19,54,19.99,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.59,27/11/2009
7838,56032,19/12/2011,Not Specified,31,2893,0.1,Regular Air,938,96,13.99,Harold Dahlen,Saskachewan,Prarie,Corporate,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,0.38,19/12/2011
7839,56032,19/12/2011,Not Specified,25,3923,0.03,Delivery Truck,-86,159,60,Harold Dahlen,Saskachewan,Prarie,Corporate,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,21/12/2011
7847,56103,26/12/2010,High,24,2333,0.07,Regular Air,367,116,5.92,Saphhira Shifley,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,8890,Small Box,0.58,28/12/2010
19,130,07/05/2012,High,3,462,0.05,Express Air,-310,151,13.99,Roy Collins,Saskachewan,Prarie,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,09/05/2012
20,130,07/05/2012,High,29,575,0.02,Regular Air,72,19,9.03,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,08/05/2012
21,130,07/05/2012,High,23,236,0.05,Regular Air,-134,10,9.45,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,10/05/2012
126,805,04/07/2011,Not Specified,39,198,0.02,Regular Air,-120,5,5.71,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54,06/07/2011
324,2240,05/03/2012,Not Specified,17,186,0.01,Regular Air,16,11,5.16,Sarah Brown,Saskachewan,Prarie,Consumer,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,06/03/2012
325,2240,05/03/2012,Not Specified,5,142,0.06,Regular Air,-22,28,6.17,Sarah Brown,Saskachewan,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,06/03/2012
326,2241,10/05/2010,Critical,38,968,0.04,Regular Air,369,25,2.99,Sarah Brown,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,12/05/2010
667,4674,18/04/2009,Critical,23,3041,0.02,Delivery Truck,-260,131,30,Christina Anderson,Saskachewan,Prarie,Corporate,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,19/04/2009
676,4737,10/03/2010,Not Specified,49,314,0,Regular Air,50,6,3.04,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,11/03/2010
727,5221,08/06/2011,Not Specified,48,1348,0.07,Regular Air,563,28,1.99,Robert Dilbeck,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,10/06/2011
781,5568,06/06/2011,Medium,8,120,0.07,Regular Air,53,14,5,Randy Ferguson,Saskachewan,Prarie,Home Office,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,07/06/2011
842,6020,21/09/2009,Medium,23,66,0.09,Regular Air,14,3,0.99,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36,23/09/2009
849,6112,23/08/2009,Medium,10,1597,0.02,Delivery Truck,-534,146,80.2,Arianne Irving,Saskachewan,Prarie,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,23/08/2009
850,6112,23/08/2009,Medium,31,1754,0.06,Regular Air,382,66,5.92,Arianne Irving,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,252,Small Box,0.55,24/08/2009
871,6272,27/02/2010,High,33,497,0.05,Regular Air,38,15,8.99,Randy Ferguson,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,01/03/2010
872,6272,27/02/2010,High,48,4965,0,Delivery Truck,-175,124,51.94,Randy Ferguson,Saskachewan,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,01/03/2010
873,6272,27/02/2010,High,8,358,0.09,Express Air,-275,56,2.5,Randy Ferguson,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Accessory28,Small Pack,0.83,01/03/2010
874,6272,27/02/2010,High,31,3233,0.03,Regular Air,875,106,13.99,Randy Ferguson,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,01/03/2010
904,6501,13/01/2012,High,35,237,0.06,Regular Air,-96,6,6.74,Arianne Irving,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37,15/01/2012
905,6501,13/01/2012,High,46,4617,0.09,Regular Air,978,126,7.69,Arianne Irving,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,15/01/2012
908,6529,26/11/2012,Medium,35,90,0.04,Regular Air,21,3,0.8,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,28/11/2012
994,7171,13/02/2011,Medium,28,1704,0,Regular Air,316,66,8.99,Andy Gerbode,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,8260,Small Box,0.58,15/02/2011
995,7171,13/02/2011,Medium,17,303,0.02,Regular Air,93,21,0.99,Andy Gerbode,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,15/02/2011
1058,7815,22/01/2009,Critical,6,187,0.09,Regular Air,-126,33,5.5,Amy Hunt,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,23/01/2009
1360,9921,14/05/2011,Low,23,356,0.05,Regular Air,156,16,1.39,Amy Hunt,Saskachewan,Prarie,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,14/05/2011
1386,10053,10/01/2012,High,31,163,0,Regular Air,-110,5,4.93,Craig Molinari,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,13/01/2012
1387,10053,10/01/2012,High,44,6815,0,Delivery Truck,-196,151,39.25,Craig Molinari,Saskachewan,Prarie,Small Business,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,12/01/2012
1422,10309,21/11/2009,Low,23,496,0.03,Regular Air,213,21,1.49,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,21/11/2009
1517,10978,01/04/2009,Critical,9,567,0.06,Delivery Truck,-210,61,30,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,02/04/2009
1518,10979,04/10/2011,Medium,15,486,0,Regular Air,285,31,3.92,Amy Hunt,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,06/10/2011
1519,10979,04/10/2011,Medium,7,145,0.08,Express Air,11,20,5.86,Amy Hunt,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 191,Small Box,0.38,06/10/2011
1540,11108,16/08/2012,Not Specified,20,132,0.1,Regular Air,-44,6,5.74,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,18/08/2012
1670,12067,04/02/2010,Critical,45,271,0,Regular Air,-77,6,5.01,Toby Swindell,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,04/02/2010
1671,12067,04/02/2010,Critical,6,59,0.05,Regular Air,4,9,3.72,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Small Pack,0.4,05/02/2010
1672,12067,04/02/2010,Critical,12,1212,0.04,Regular Air,588,99,8.99,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,05/02/2010
1673,12067,04/02/2010,Critical,9,75,0.01,Regular Air,-17,8,5.83,Toby Swindell,Saskachewan,Prarie,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,05/02/2010
1674,12067,04/02/2010,Critical,7,407,0.08,Regular Air,-290,66,19.99,Toby Swindell,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,iDEN i95,Small Box,0.59,05/02/2010
1788,12804,25/05/2012,Medium,21,69,0,Regular Air,28,3,0.5,Philip Fox,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Avery 497,Small Box,0.37,28/05/2012
1789,12804,25/05/2012,Medium,50,84,0.08,Regular Air,-4,2,0.75,Philip Fox,Saskachewan,Prarie,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,27/05/2012
1790,12804,25/05/2012,Medium,34,593,0.02,Express Air,-45,16,8.34,Philip Fox,Saskachewan,Prarie,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,27/05/2012
1892,13575,29/08/2012,Critical,15,106,0.09,Express Air,-66,6,8.19,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 217,Small Box,0.37,01/09/2012
1907,13635,01/05/2009,Critical,28,149,0.06,Regular Air,-119,5,7.44,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1922,Small Box,0.36,02/05/2009
1908,13635,01/05/2009,Critical,49,334,0.01,Regular Air,-157,6,7.37,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 210,Small Box,0.37,03/05/2009
1998,14245,11/02/2010,Critical,17,454,0.1,Regular Air,30,28,6.17,Brian Dahlen,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55,12/02/2010
2203,15904,27/10/2009,Not Specified,39,124,0.08,Regular Air,-109,3,3.97,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,28/10/2009
2204,15904,27/10/2009,Not Specified,49,1837,0.09,Express Air,130,41,8.99,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,29/10/2009
2279,16422,09/10/2011,Critical,40,272,0.01,Regular Air,-42,6,5.14,Beth Fritzler,Saskachewan,Prarie,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37,10/10/2011
2280,16422,09/10/2011,Critical,16,172,0.02,Regular Air,-20,10,4.68,Beth Fritzler,Saskachewan,Prarie,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,11/10/2011
2394,17345,02/08/2011,Critical,23,196,0,Regular Air,-17,8,5.83,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,04/08/2011
2504,18208,01/04/2012,Not Specified,34,197,0.06,Regular Air,65,6,1.39,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,03/04/2012
2505,18208,01/04/2012,Not Specified,36,83,0.08,Regular Air,-138,2,5.2,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag,0.41,03/04/2012
2556,18500,11/02/2012,Medium,44,2508,0.08,Delivery Truck,-780,58,36.61,Toby Swindell,Saskachewan,Prarie,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,12/02/2012
2557,18500,11/02/2012,Medium,30,1053,0.02,Regular Air,-19,33,5.5,Toby Swindell,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,12/02/2012
2558,18500,11/02/2012,Medium,30,2536,0.01,Regular Air,-643,81,35,Toby Swindell,Saskachewan,Prarie,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,13/02/2012
2580,18597,26/09/2010,Medium,37,101,0.1,Regular Air,39,3,0.5,Andy Gerbode,Saskachewan,Prarie,Consumer,Office Supplies,Labels,Avery 504,Small Box,0.36,27/09/2010
2605,18822,21/12/2010,Low,34,1950,0.03,Regular Air,362,66,8.99,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,30/12/2010
2661,19232,12/07/2009,Low,43,265,0.04,Regular Air,-108,6,5.22,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,17/07/2009
2662,19232,12/07/2009,Low,5,33,0.09,Regular Air,-3,7,1.5,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,14/07/2009
2663,19232,12/07/2009,Low,28,7157,0.09,Delivery Truck,1150,261,41.91,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,19/07/2009
2676,19363,05/07/2011,High,44,286,0.1,Regular Air,-85,7,5.66,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1923,Small Box,0.37,06/07/2011
2677,19363,05/07/2011,High,41,248,0.04,Regular Air,50,6,0.96,Randy Ferguson,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,07/07/2011
2679,19367,20/04/2009,High,20,112,0.09,Regular Air,7,6,2.5,Amy Hunt,Saskachewan,Prarie,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,22/04/2009
2755,19911,06/10/2011,High,43,1055,0.07,Regular Air,213,26,5.37,Brosina Hoffman,Saskachewan,Prarie,Consumer,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5,07/10/2011
2756,19911,06/10/2011,High,38,5349,0.01,Delivery Truck,62,136,28.63,Brosina Hoffman,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,Jumbo Drum,0.76,08/10/2011
2757,19911,06/10/2011,High,39,4859,0.07,Regular Air,2472,151,13.99,Brosina Hoffman,Saskachewan,Prarie,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,06/10/2011
2848,20517,15/09/2010,Low,39,117,0.03,Regular Air,7,3,0.96,Trudy Brown,Saskachewan,Prarie,Small Business,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,17/09/2010
2995,21605,08/04/2012,High,32,1933,0.08,Delivery Truck,-515,61,30,Brian Dahlen,Saskachewan,Prarie,Small Business,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,10/04/2012
2996,21605,08/04/2012,High,46,476,0.1,Regular Air,-19,11,5.16,Brian Dahlen,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,10/04/2012
3040,21830,11/01/2009,Low,19,6992,0.08,Delivery Truck,907,400,12.06,Andy Gerbode,Saskachewan,Prarie,Consumer,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56,18/01/2009
3086,22147,16/01/2009,Low,37,832,0.04,Regular Air,175,23,8.99,Christina Anderson,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,20/01/2009
3092,22182,05/09/2012,Medium,4,56,0.09,Regular Air,-19,13,7.17,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,06/09/2012
3093,22182,05/09/2012,Medium,9,175,0.06,Regular Air,-63,20,4,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68,08/09/2012
3094,22182,05/09/2012,Medium,48,2271,0.09,Express Air,528,49,10.25,Cynthia Arntzen,Saskachewan,Prarie,Small Business,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57,07/09/2012
3103,22243,15/01/2009,Critical,9,25,0.09,Regular Air,-2,3,0.7,Amy Hunt,Saskachewan,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,16/01/2009
